,Unnamed: 0,edu,edu_level,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,student_status,public_sector,private_sector,lfs,occup,industry,self_emp,union,part_time,major_activity,major_source_inc,multiple_jobs,num_jobs,exp,reason_pt,hourly_wage,hours_paid,months_last_worked,tenure,sex,age,year,weight,salary,firm_size,loc_size
78170,216624,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,"employed part-year, not in labour force part-year",clerical and supervisor occupations,public administration,0,1,0,working,wages and salaries,0,1,2.0,,20.55441340782123,1894.0,0.0,26.0,1,29.0,1997,262.3092,29612.290502793297,1000.0,1000.0
78171,216629,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,transport and equipment operators,transportation and warehousing,0,0,0,working,wages and salaries,0,1,17.0,,47.78030167597766,3650.0,,47.0,0,41.0,1997,205.958,66192.17877094971,100.0,100.0
78172,216631,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,professional in business and finance,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,14.0,,60.96648044692738,2607.0,,125.0,0,36.0,1997,444.319,148061.45251396648,1000.0,1000.0
78173,216633,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in business and finance,trade,0,0,0,working,wages and salaries,0,1,9.0,,40.67335195530727,1929.0,,138.0,1,34.0,1997,1089.9645,87094.97206703911,1.0,1.0
78174,216636,some university (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,contractors and supervisors in trades and transportation,other services,0,0,0,working,wages and salaries,0,1,1.0,,21.773743016759777,2294.0,,20.0,0,26.0,1997,512.6189,32225.13966480447,1.0,1.0
78175,216638,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,"employed part-year, not in labour force part-year",other trades,construction,0,1,0,working,wages and salaries,0,1,4.0,,20.90279329608939,1738.0,2.0,19.0,0,23.0,1997,487.4934,25257.54189944134,20.0,20.0
78176,216639,,0,0,0,0,0,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,26.0,,38.79210055865922,2607.0,,40.0,1,47.0,1997,413.4146,113223.46368715084,500.0,20.0
78185,216673,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,other trades,"forestry, fishing, mining, oil and gas",0,1,0,working,wages and salaries,0,1,23.0,,36.57988826815642,2086.0,,230.0,0,41.0,1997,119.5776,62708.37988826816,1000.0,1000.0
78186,216674,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"technical, assisting and related in health",health care and social assistance,0,1,0,working,wages and salaries,0,1,9.0,,24.822067039106148,1564.0,,32.0,1,28.0,1997,93.5565,45289.38547486033,20.0,20.0
78187,216675,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,sales and service,health care and social assistance,0,1,0,working,wages and salaries,0,1,9.0,,21.808581005586596,988.0,,96.0,1,47.0,1997,935.1223,33096.08938547486,100.0,100.0
78188,216676,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in business and finance,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,1,9.0,,32.991575418994415,1955.0,,34.0,1,34.0,1997,234.7631,67934.07821229051,100.0,1.0
78189,216677,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,1,3,26.0,,5.730849162011173,1217.0,,24.0,1,58.0,1997,162.9017,10451.396648044692,1.0,1.0
78190,216679,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","wholesale, technical, insurance, real estate sales specialists",trade,0,0,0,working,wages and salaries,0,1,9.0,,25.08335195530726,1564.0,,9.0,0,32.0,1997,78.256,14370.670391061452,20.0,20.0
78191,216681,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative",manufacturing,0,0,0,working,wages and salaries,0,1,8.0,,24.247240223463688,2086.0,,104.0,1,31.0,1997,130.7672,53998.882681564246,1000.0,20.0
78192,216684,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,sales and service,trade,0,0,1,working,wages and salaries,0,1,0.0,personal preference,14.806145251396648,1043.0,,130.0,1,56.0,1997,1346.7066,20902.793296089385,1000.0,100.0
78704,218065,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,other services,0,0,0,working,wages and salaries,0,1,11.0,,27.87039106145252,2346.0,,68.0,0,26.0,1997,208.3352,57482.68156424581,1.0,1.0
78705,218069,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,other trades,health care and social assistance,0,1,0,working,wages and salaries,0,1,42.0,,28.811016759776532,1929.0,,349.0,0,57.0,1997,468.2192,55740.78212290503,500.0,500.0
78706,218073,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,contractors and supervisors in trades and transportation,construction,0,1,0,working,wages and salaries,0,1,29.0,,37.32890502793296,2007.0,,338.0,0,46.0,1997,731.9202,73159.77653631284,1.0,1.0
78707,218074,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,2,3.0,,22.975653631284917,1411.0,,7.0,0,24.0,1997,154.4389,53998.882681564246,1000.0,1.0
78708,218078,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,transport and equipment operators,transportation and warehousing,0,1,0,working,wages and salaries,0,1,18.0,,25.08335195530726,2086.0,,31.0,0,34.0,1997,203.2312,64450.27932960894,100.0,100.0
78709,218083,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"retail salespersons, sales clerks, cashiers",trade,0,0,0,working,wages and salaries,0,1,29.0,,13.029407821229052,2086.0,,343.0,0,48.0,1997,906.558,27870.39106145252,1.0,1.0
78710,218086,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,sales and service,"business, building and other support services",0,0,0,working,wages and salaries,0,1,3.0,,16.582882681564243,1642.0,,36.0,0,22.0,1997,143.0917,31354.18994413408,1000.0,500.0
78711,218087,some university (no certificate),3,1,1,0,0,0,1,0,0,1,0,1,employed all year,sales and service,accommodation and food services,0,0,1,working,wages and salaries,0,1,7.0,school,10.364301675977654,468.0,,104.0,1,27.0,1997,1201.0476,9580.446927374302,20.0,20.0
78814,218349,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,27.0,,17.41899441340782,2086.0,,30.0,0,45.0,1997,209.1958,73159.77653631284,100.0,100.0
78815,218351,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,sales and service,"information, culture and recreation",0,0,0,working,wages and salaries,0,1,8.0,,34.10639106145251,2086.0,,45.0,1,29.0,1997,160.648,45289.38547486033,1000.0,1000.0
78816,218356,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,"employed part-year, not in labour force part-year",sales and service,"business, building and other support services",0,0,0,working,wages and salaries,1,3,2.0,,13.935195530726258,1217.0,,4.0,1,21.0,1997,201.5372,10015.921787709498,1.0,1.0
78817,218357,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,senior management,health care and social assistance,0,0,0,working,wages and salaries,0,1,10.0,,43.94812290502794,1825.0,,77.0,1,33.0,1997,464.3051,80127.37430167598,1.0,1.0
78818,218358,some non-university postsecondary (no certificate),3,1,1,0,0,0,0,0,0,0,1,0,employed all year,clerical and supervisor occupations,public administration,0,0,0,working,wages and salaries,0,1,8.0,,30.32646927374302,1955.0,,87.0,0,26.0,1997,53.2376,60966.48044692737,1000.0,1000.0
78819,218360,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,15.0,,48.30287150837989,2346.0,,114.0,1,38.0,1997,597.1443,104513.96648044692,100.0,100.0
78820,218361,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,sales and service,accommodation and food services,0,0,0,working,wages and salaries,0,1,9.0,,36.31860335195531,1825.0,,15.0,1,31.0,1997,2225.1151,66192.17877094971,100.0,100.0
78821,218362,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",,,0,0,0,working,wages and salaries,0,1,35.0,,29.612290502793297,1089.0,6.0,20.0,0,55.0,1997,417.7897,40063.68715083799,100.0,100.0
78822,218363,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,other trades,trade,0,0,0,working,wages and salaries,0,1,2.0,,12.193296089385475,2086.0,,18.0,0,19.0,1997,97.6335,26999.441340782123,1.0,1.0
78823,218364,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,sales and service,health care and social assistance,0,1,0,working,wages and salaries,0,1,20.0,,25.93688268156425,1955.0,,255.0,0,42.0,1997,95.4292,52256.98324022346,1000.0,100.0
78824,218371,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,1,2,7.0,,15.25903910614525,2086.0,,73.0,1,38.0,1997,112.5914,60966.48044692737,100.0,100.0
78825,218375,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,professional in health,health care and social assistance,0,0,0,working,wages and salaries,0,1,28.0,,15.67709497206704,659.0,,164.0,1,47.0,1997,763.2605,40063.68715083799,1.0,1.0
78826,218379,never attended school,1,0,0,0,0,0,0,0,0,0,0,1,employed all year,"labourer in processing, manufacturing and utilities",manufacturing,0,0,0,working,wages and salaries,0,1,5.0,,16.112569832402237,2086.0,,52.0,1,45.0,1997,281.29,34837.98882681564,20.0,20.0
78827,218381,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative",trade,0,0,0,working,wages and salaries,0,1,39.0,,20.293128491620116,2122.0,,312.0,1,58.0,1997,473.7584,40063.68715083799,1.0,1.0
79018,218962,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,"financial, secretarial and administrative",educational services,0,1,0,working,wages and salaries,0,1,28.0,,28.00974301675977,1825.0,,124.0,1,54.0,1997,1621.7445,52256.98324022346,1000.0,20.0
79019,218965,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",trade,0,0,0,working,wages and salaries,0,1,6.0,,48.494480446927376,2086.0,,67.0,0,31.0,1997,924.7728,126287.7094972067,1000.0,500.0
79020,218966,,0,0,0,0,0,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,19.0,,48.16351955307263,2607.0,,136.0,1,42.0,1997,1844.94,121932.96089385476,500.0,20.0
79021,218967,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year","retail salespersons, sales clerks, cashiers","finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,2,3.0,,13.064245810055866,1540.0,,21.0,1,28.0,1997,410.0595,26128.49162011173,20.0,1.0
79022,218970,graduated high school,3,1,1,0,0,0,0,0,0,0,0,1,employed all year,clerical and supervisor occupations,manufacturing,0,1,0,working,wages and salaries,0,3,4.0,,15.67709497206704,1089.0,,6.0,0,31.0,1997,331.9524,41805.58659217877,1000.0,1.0
79023,218971,non-university postsecondary certificate,4,1,1,1,0,0,0,1,0,1,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,22.0,,24.00337430167598,2346.0,,142.0,1,39.0,1997,143.0283,50515.08379888268,500.0,100.0
79024,218972,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",other trades,manufacturing,0,1,0,working,wages and salaries,0,1,24.0,,58.92845810055866,1518.0,,37.0,0,41.0,1997,164.9783,113223.46368715084,500.0,500.0
79025,218973,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,professional in health,health care and social assistance,0,1,0,working,wages and salaries,0,1,13.0,,30.570335195530728,1825.0,,163.0,1,44.0,1997,254.6811,53998.882681564246,100.0,100.0
79026,218976,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,health care and social assistance,0,1,0,working,wages and salaries,0,1,38.0,,29.647128491620112,2086.0,,110.0,0,65.0,1997,49.6239,78385.47486033519,1000.0,1000.0
79027,218979,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"financial, secretarial and administrative","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,4.0,,26.75557541899441,2086.0,,35.0,1,28.0,1997,1547.2691,59224.5810055866,1.0,1.0
79028,218980,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"wholesale, technical, insurance, real estate sales specialists",trade,0,0,0,working,wages and salaries,0,1,26.0,,47.57127374301676,2346.0,,77.0,0,49.0,1997,594.7303,113223.46368715084,100.0,1.0
79029,218982,,0,0,0,0,0,0,0,0,0,0,0,1,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,30.0,,81.22477094972068,1825.0,,292.0,0,58.0,1997,66.0079,143706.70391061454,1000.0,1000.0
79030,218986,graduated high school,3,1,1,0,0,0,0,0,0,0,1,0,employed all year,occupation in protective services,public administration,0,1,0,working,wages and salaries,0,1,30.0,,39.66305027932961,2190.0,,192.0,0,47.0,1997,50.5857,87094.97206703911,100.0,1.0
79031,218987,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,machine operators and assemblers in manufacturing,manufacturing,0,0,0,working,wages and salaries,0,1,17.0,,26.999441340782127,2086.0,,28.0,0,35.0,1997,424.8018,66192.17877094971,1.0,1.0
79032,218991,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,other trades,,0,0,0,working,wages and salaries,0,1,29.0,,33.44446927374302,2086.0,,13.0,0,50.0,1997,132.4117,67934.07821229051,500.0,20.0
79033,218994,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,"occupations in social science, government service and religion","professional, scientific and technical services",0,0,0,working,wages and salaries,0,1,14.0,,50.16670391061452,2086.0,,12.0,0,38.0,1997,2404.871,104513.96648044692,100.0,100.0
79037,219004,bachelor's degree,5,1,1,0,1,0,0,0,0,0,1,0,employed all year,"occupations in social science, government service and religion",utilities,0,0,0,working,wages and salaries,1,2,22.0,,74.53587709497207,1825.0,,264.0,0,44.0,1997,125.3879,148061.45251396648,1000.0,1000.0
79038,219006,bachelor's degree,5,1,1,0,1,0,0,0,0,0,1,0,employed all year,teachers and professors,educational services,0,1,0,working,wages and salaries,0,1,2.0,,31.301932960893858,1619.0,,16.0,0,25.0,1997,195.3097,14370.670391061452,1000.0,20.0
79039,219010,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, not in labour force part-year",construction trades,construction,0,1,0,working,wages and salaries,0,1,11.0,,39.27983240223464,1925.0,0.0,96.0,0,28.0,1997,460.1896,81869.27374301676,1000.0,20.0
79040,219011,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,employed all year,"labourer in processing, manufacturing and utilities",manufacturing,0,1,0,working,wages and salaries,0,1,36.0,,33.44446927374302,2086.0,,308.0,1,54.0,1997,48.9284,74901.67597765363,100.0,100.0
79041,219012,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,middle management,trade,0,0,0,working,wages and salaries,0,1,5.0,,26.82525139664805,2086.0,,108.0,1,25.0,1997,80.143,47031.28491620112,1000.0,1.0
79042,219015,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed part-year, unemployed part-year",sales and service,"business, building and other support services",0,0,0,working,wages and salaries,0,1,1.0,,12.193296089385475,912.0,,7.0,1,25.0,1997,209.8011,10451.396648044692,1.0,1.0
79043,219017,11-13 years of elementary and secondary school (not graduated),2,1,0,0,0,0,0,0,0,0,0,1,employed all year,"trades helpers, construction, and transportation labourers",construction,0,1,0,working,wages and salaries,0,1,4.0,,26.12849162011173,2086.0,,19.0,0,24.0,1997,146.7894,62708.37988826816,1000.0,100.0
79044,219019,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,1,0,employed all year,sales and service,public administration,0,0,0,working,wages and salaries,0,1,25.0,,46.82225698324022,2086.0,,300.0,0,44.0,1997,185.8364,104513.96648044692,100.0,100.0
79045,219020,non-university postsecondary certificate,4,1,1,1,0,0,0,0,0,0,0,1,"employed, unemployed and not in labour force during year",other trades,"finance, insurance, real estate and leasing",0,0,0,working,wages and salaries,0,2,24.0,,43.73909497206704,1172.0,,270.0,0,42.0,1997,109.2008,95804.46927374302,1000.0,20.0
79046,219021,bachelor's degree,5,1,1,0,1,0,0,0,0,0,0,1,employed all year,professional in business and finance,other services,0,1,0,working,wages and salaries,0,1,26.0,,49.80090502793297,2346.0,,240.0,0,50.0,1997,268.7367,126287.7094972067,1000.0,1.0
